beer_name,brewery_name,beer_style,review_taste,beer_abv
Portsmouth Bottle Rocket IPA,Portsmouth Brewery,American IPA,4.055944056,6.5
Portsmouth Bravo Pale Ale,Portsmouth Brewery,American Pale Ale (APA),3.833333333,5.5
Portsmouth Brewing Ginger Beer,Portsmouth Brewing Co. / Mault's Brewpub,Herbed / Spiced Beer,2.5,3
Portsmouth California Common Ale,Portsmouth Brewery,California Common / Steam Beer,4,5.5
Portsmouth Carlyle Cream Ale,Portsmouth Brewery,Cream Ale,3.941176471,4.5
Portsmouth Coffee Milk Stout,Portsmouth Brewery,Milk / Sweet Stout,4,5.5
Portsmouth Dirty Blonde Ale,Portsmouth Brewery,American Blonde Ale,3.4,4.5
Portsmouth Double Oaked Kate The Great,Portsmouth Brewery,Russian Imperial Stout,4.5,9.5
Portsmouth Dunkel Gose,Portsmouth Brewery,Gose,4.166666667,5.5
Portsmouth Dunkelweizen,Portsmouth Brewery,Dunkelweizen,3.625,5.5
Portsmouth Düsseldorf Alt,Portsmouth Brewery,Altbier,3.823529412,5.5
Portsmouth English Mild,Portsmouth Brewery,English Dark Mild Ale,3.75,4
Portsmouth Extra Special Bitter,Portsmouth Brewery,Extra Special / Strong Bitter (ESB),3.80952381,6
Portsmouth Flanders Red - Maude,Portsmouth Brewery,Flanders Red Ale,3.58,4.5
Portsmouth Flanders Red Blend (Kriek Lambic),Portsmouth Brewery,Lambic - Fruit,4.3,5.5
Portsmouth Fruit Gruit,Portsmouth Brewery,Scottish Gruit / Ancient Herbed Ale,3.714285714,6
Portsmouth Ginga' Ninja IPA,Portsmouth Brewery,American IPA,4.055555556,6.5
Portsmouth Golden Lager,Portsmouth Brewery,American Pale Lager,3.625,5.5
Portsmouth Gose,Portsmouth Brewery,Gose,3.828125,4.5
Portsmouth Grand Cru,Portsmouth Brewery,Belgian Strong Pale Ale,4.428571429,11.9
Portsmouth Hefeweizen,Portsmouth Brewery,Hefeweizen,3.789473684,5
Portsmouth Holidaze Porter,Portsmouth Brewery,American Porter,3.75,6.75
Portsmouth Hop Harvest #1,Portsmouth Brewery,American IPA,4.203703704,6.5
Portsmouth Hop Harvest #2,Portsmouth Brewery,American IPA,4.272727273,6
Portsmouth Imperial (Baltic) Porter,Portsmouth Brewery,Baltic Porter,4.202702703,9
Portsmouth Imperial IPA,Portsmouth Brewery,American Double / Imperial IPA,4.140243902,9.1
Portsmouth Imperial India Brown Ale,Portsmouth Brewery,American Brown Ale,4.428571429,9.2
Portsmouth Imperial Pilsener,Portsmouth Brewery,German Pilsener,4.083333333,9
Portsmouth India Black Ale (Black IPA),Portsmouth Brewery,American Black Ale,4.3125,6.5
Portsmouth Junebock,Portsmouth Brewery,Maibock / Helles Bock,4.5,7
Portsmouth Kate The Great,Portsmouth Brewery,Russian Imperial Stout,4.611904762,12
Portsmouth Killer Bee,Portsmouth Brewery,Braggot,4.5,9.8
Portsmouth Kölsch,Portsmouth Brewery,Kölsch,3.285714286,4.5
Portsmouth Le Chat Noir,Portsmouth Brewery,Irish Dry Stout,3.833333333,5.5
Portsmouth Lupe's Wild Rice Thang,Portsmouth Brewery,Herbed / Spiced Beer,3.85,5.5
Portsmouth Maibock,Portsmouth Brewery,Maibock / Helles Bock,3.875,7
Portsmouth Milk Stout,Portsmouth Brewery,Milk / Sweet Stout,3.886792453,5.25
Portsmouth Mottly's Crew 20th Anniversary Old Ale,Portsmouth Brewery,Old Ale,4.6875,10.1
Portsmouth Munich Dunkel,Portsmouth Brewery,Munich Dunkel Lager,4,5.25
Portsmouth Murphys Law Red Ale,Portsmouth Brewery,Irish Red Ale,3.735294118,5.5
Portsmouth Oatmeal Stout,Portsmouth Brewery,Oatmeal Stout,4.05952381,6
Portsmouth Octoberfest,Portsmouth Brewery,Märzen / Oktoberfest,3.928571429,5.5
Portsmouth Old Brown Dog Ale,Portsmouth Brewery,English Brown Ale,4,5
Portsmouth Pils Von Faust,Portsmouth Brewery,German Pilsener,4.625,4
Portsmouth Porter,Portsmouth Brewery,American Porter,4,5.5
Portsmouth Pumpkin Ale,Portsmouth Brewery,Pumpkin Ale,3.222222222,5.5
Portsmouth Retro Pale Ale,Portsmouth Brewery,American Pale Ale (APA),3.5,5
Portsmouth Rye Not Pale Ale,Portsmouth Brewery,Rye Beer,3.382352941,5.5
Portsmouth Saison,Portsmouth Brewery,Saison / Farmhouse Ale,3.868421053,5.5
Portsmouth Saison D'Automne,Portsmouth Brewery,Saison / Farmhouse Ale,3.7,8.75
Portsmouth Saison De Printemps,Portsmouth Brewery,Saison / Farmhouse Ale,4.2,5.5
Portsmouth Saison L'Hiver,Portsmouth Brewery,Saison / Farmhouse Ale,4.125,7.35
Portsmouth Schwarzbier,Portsmouth Brewery,Schwarzbier,4.1,5
Portsmouth Smoked Dunkel Weizen,Portsmouth Brewery,Dunkelweizen,4,5
Portsmouth St Danmon Abbey Style Tripel,Portsmouth Brewery,Tripel,3.71875,9
Portsmouth Stephan Urquell,Portsmouth Brewery,Czech Pilsener,4.2,5.5
Portsmouth Thaizenheimer,Portsmouth Brewery,American Pale Wheat Ale,3.863636364,4.5
Portsmouth Uncommon Common Lager,Portsmouth Brewery,American Pale Lager,4,5.5
Portsmouth Weenie Rocket With Siracha,Portsmouth Brewery,Chile Beer,4.5,4.8
Portsmouth Weizenbock,Portsmouth Brewery,Weizenbock,3.925,7
Portsmouth Weizenheimer,Portsmouth Brewery,American Pale Wheat Ale,3.5,4.5
Portsmouth Wheat Wine,Portsmouth Brewery,Wheatwine,4.048387097,11
Portsmouth Whipper Snapper American Mild,Portsmouth Brewery,American Pale Ale (APA),3.96969697,4
Portsmouth Wild Duck Rye IPA,Portsmouth Brewery,American IPA,4,6.3
Portsmouth Winter Rye Ale,Portsmouth Brewery,Rye Beer,3.961538462,7
Portsmouth Winter Weizen,Portsmouth Brewery,Dunkelweizen,4.25,6
Portsmouth XX Bitter,Portsmouth Brewery,Extra Special / Strong Bitter (ESB),4,5.5
Posadskoye Klassichiskoye,Moskvoretskiy Pivovarinniy Zavod (CEBCO),Czech Pilsener,3,4
Posca Rustica,Brasserie Dupont sprl,Herbed / Spiced Beer,4.057142857,8
Poseidon Porter,Dugges Ale- & Porterbryggeri AB,English Porter,4,4.8
Poseidon's Punishment,Fat Heads Brewery & Saloon,Belgian Strong Pale Ale,3.666666667,10
Posh Pooch,Ascot Ales,English Pale Ale,3.75,4.2
Posh Porter,Right Brain Brewery,American Porter,3.5,4.5
Positive Contact,Dogfish Head Brewery,Witbier,3.75,8
Posse Summer Ale,Bridge Road Brewers,American Pale Ale (APA),4.5,4.4
Possession Porter,Diamond Knot Brewery,American Porter,4.333333333,5.6
Post Coloniale,Hopfenstark,American IPA,3.735294118,6
Post Festive Season Ale,Hardys & Hansons PLC,English Bitter,3,3.6
Post Hefe Weizen,Postbrauerei Weiler u. Siebersquelle Anton Zinth KG,Hefeweizen,3,5.4
Post Rapture Pale Ale,Blackfoot River Brewing Company,English Pale Ale,3.5,5.6
Post Road India Pale Ale,Brooklyn Brewery,English India Pale Ale (IPA),3.875,6.2
Post Road Light Dinner Ale,Brooklyn Brewery,English Brown Ale,3.75,4
Post Road Pumpkin Ale,Brooklyn Brewery,Pumpkin Ale,3.502027027,5
Post Weizen Dunkel,Postbrauerei Weiler u. Siebersquelle Anton Zinth KG,Dunkelweizen,2.5,5.4
Post&#345;iinské 11%,"Pivovar Nymburk, spol. s r.o.",Czech Pilsener,3.5,4.7
Postel Blond,Brouwerij De Smedt / Brouwerij Affligem,Belgian Strong Pale Ale,3.5,7
Postel Dubbel,Brouwerij De Smedt / Brouwerij Affligem,Dubbel,3.636363636,7
Postel Kerstbier,Brouwerij De Smedt / Brouwerij Affligem,Belgian Strong Dark Ale,4,8.5
Postel Tripel,Brouwerij De Smedt / Brouwerij Affligem,Tripel,4.0625,8.5
Posthalter Lager,Brauerei Hebendanz,Dortmunder / Export Lager,2.5,5
Postiljon,Jämtlands Bryggeri AB,Extra Special / Strong Bitter (ESB),4.136363636,5.8
Postman's Knock,Hobsons Brewery,English Dark Mild Ale,3.7,4.8
Postwirts Dunkel,Brauerei Gasthof Hotel Post,Munich Dunkel Lager,4.5,4.9
Pot Kettle Black,Yeastie Boys,American Black Ale,3.764705882,6
Pot O Gold,Wood Brewery Ltd,English Bitter,4,4.4
Pot Of Gold Potato Stout,Minneapolis Town Hall Brewery,Irish Dry Stout,3.666666667,4.9
Potbelly Pumpkin Ale,Breaker Brewing Company,Pumpkin Ale,4.125,6.1
Potent Peter IPA,Big Beaver Brewing Co.,American IPA,4,7.6
Pothole Filler Imperial Stout,Howe Sound Inn & Brewing Company,Russian Imperial Stout,4.105263158,9
Pothole Porter,Half Pints Brewing Company,Baltic Porter,3.933333333,7.9
Poti Marrante,Brasserie à Vapeur,Belgian Pale Ale,4.5,8.5
Potion 9,Engine House No.9,Fruit / Vegetable Beer,3,4.5
Potion Ambrée,Le Bressan,Belgian Pale Ale,3,5.5
Potion No 9,Penzance Brewery Co - Star Inn,English Bitter,3.5,4
Potomac Pale Ale,Rock Bottom Restaurant & Brewery,American Pale Ale (APA),3.9,5.6
Potosi Pilsener,Potosi Brewing Company,Czech Pilsener,3.8,6
Potrero ESB,21st Amendment Brewery,Extra Special / Strong Bitter (ESB),4,5.2
Potro,Cervecera Mexicana S.A. De C.V.,English Stout,2.954545455,4.7
Pots Ale,Cheriton Brewery,English Pale Ale,4.5,3.8
Potsdamer Rex Pils,Berliner Kindl Brauerei,German Pilsener,2.9,4.6
Potsdamer Weisse,Braumanufaktur Forsthaus Templin,Berliner Weissbier,3.5,3
Pott's Landbier Dunkel,Pott's Naturpark-Brauerei / Pott's Brau und Backhaus,Munich Dunkel Lager,3.666666667,4.8
Potteloereke,Huisbrouwerij Sint Canarus,Belgian Strong Dark Ale,3.866666667,8
Poudre Pale Ale,Coopersmith's Pub & Brewing,American Pale Ale (APA),3.75,5.3
Poutník Pelh&#345;imov,Pivovar Poutník,Czech Pilsener,3.5,5
Poverty Porter,Santa Cruz Mountain Brewing,American Porter,3.5,5.7
Pow Pow Imperial IPA,Pagosa Brewing Co.,American Double / Imperial IPA,4.5,9.25
Powder 8 Porter,Snake River Brewing Company & Brewpub,American Porter,2.75,5
Powder Hound Pilsner,The Grizzly Paw Brewing Company,German Pilsener,3.05,4.5
Powder Hound Winter Ale,Big Sky Brewing Company,American Amber / Red Ale,3.6025,7.2
Powder Monkey Porter,Cannon Brew Pub,American Porter,3.5,5
Powder Mountain Lager,Whistler Brewing Company,American Pale Lager,3.1,5
Powder Night Espresso Porter,Smuggler's Brewpub & Grille,American Porter,3.75,5.5
Powderhorn,Crown Brewing,American Porter,4.5,5.5
Power Flower Harvest Ale,Lawson's Finest Liquids,American Pale Ale (APA),3.5,5.3
Power Outage Porter,Lunar Brewing,American Porter,4.25,7.6
Power Station Porter,Battersea Brewery,English Porter,3.75,4.9
Power Stout,Banks (Barbados) Breweries Limited,Milk / Sweet Stout,2.5,4.9
Power Tool Pilsner,Skyscraper Brewing Company,American Pale Lager,2.666666667,5.5
Power's Gold,"Carlton & United Breweries, Ltd.",American Adjunct Lager,2,3
Powercat Pilsner,Little Apple Brewing Company,German Pilsener,3.5,5.5
Powerhouse India Pale Ale,Powerhouse Restaurant And Brewery,American IPA,2.25,6
Powerhouse Pale Ale,Brew 42 Brewery,American Pale Ale (APA),3,5
Powerhouse Pale Ale,Lockdown Brewing Company,American Pale Ale (APA),3.625,5.5
Powerhouse Pale Ale,Mt. Begbie Brewing Co.,American Pale Ale (APA),3.625,5
Powerhouse Pale Ale,Powerhouse Restaurant And Brewery,American Pale Ale (APA),4,5.8
Powerhouse Pale Ale,Rock Bottom Restaurant and Brewery,American Pale Ale (APA),3.5,6.5
Powerhouse Pale Ale,Southend Brewery & Smokehouse,American Pale Ale (APA),2.75,5.9
Powerhouse Porter,Carver Brewing Co.,American Porter,4.5,5.5
Powerhouse Porter,Strange Brewing Company,American Porter,4,5.5
Powerhouse Saison,Powerhouse Restaurant And Brewery,Saison / Farmhouse Ale,3.5,6.1
Powerhouse Scottish,Powerhouse Restaurant And Brewery,Scottish Ale,3.166666667,6.2
Pozharnik,"Pennichuck Brewing Company, Inc.",Russian Imperial Stout,4.16091954,10
Pozharnik Whiskey Barrel Aged Brewers Reserve,"Pennichuck Brewing Company, Inc.",Russian Imperial Stout,4.217391304,10
Pozo Pale Ale,Bonnema Brewing Company,American Pale Ale (APA),3.666666667,5
Prag,Gamla Slottskällans Bryggeri AB,Czech Pilsener,3.166666667,4.6
Praga,Pivovar Hostan,Czech Pilsener,3.25,5
Prairie Berry Ale,Brew Brothers Brewery,Fruit / Vegetable Beer,3,5.5
Prairie Gold,Capital Brewery,Belgian Strong Pale Ale,3.482142857,6.7
Prairie Pale Ale,Little Apple Brewing Company,American IPA,3.681818182,7.5
Prairie Path Ale,Two Brothers Brewing Company,American Blonde Ale,3.415178571,5.1
Prairie Pilsner,Barley Mill Brew Pub / Trifons Pizza,Czech Pilsener,2,5
Prairie Pilsner,Bonzzini's Brew Pub,Czech Pilsener,2,5
Prairie Pilsner,Last Straw Brew Pub,Czech Pilsener,2,5
Prairie Porter,Prairie Rock Brewing Company,American Porter,4,6
Prairie Steamer,Brew Brothers Brewery,Cream Ale,4,6.5
Pralat Pilsener,Brauerei Bischofshof,German Pilsener,4.071428571,4.7
Prancer's Pride,Highgate Brewery Ltd,English Bitter,3.5,4.3
Pranqster,North Coast Brewing Co.,Belgian Strong Pale Ale,3.990612648,7.6
Pray For Snow,10 Barrel Brewing Co.,American Strong Ale,3.5,7.6
Prayer Rock Pale Ale,The Bobcat Café & Brewery,American Pale Ale (APA),3.833333333,4
Praying Monk Double Abbey Ale,Streets Of New York / Uptown Brewery,Dubbel,3,6.5
Prazdnichnoye,Irkutskpisheprom,Euro Strong Lager,2.5,6.2
Praze&#269;ka,M&#283;stský Pivovar Platan S.r.o.,Czech Pilsener,3.5,4
Prazsky,Pivovary Staropramen,Czech Pilsener,2.75,4.2
Prae&#269;ka Christmas,Bernard Family Brewery,Euro Strong Lager,3.5,5.8
Pre-Bourbonic,Cascade Brewing / Raccoon Lodge & Brewpub,American Wild Ale,4.6,11.67
Pre-Invasion,Triple Rock Brewery & Alehouse,American IPA,4.5,6.8
Pre-Pro Pils,Bethlehem Brew Works,American Pale Lager,4,7.8
Pre-Prohibition Lager,Shenandoah Brewing Co.,American Pale Lager,3.5,6.2
Pre-Prohibition Pils,Richbrau Brewing Company,German Pilsener,4,6
Pre-Prohibition Style Lager,Lucky Bucket Brewing Co.,American Pale Lager,3.304878049,4.5
Preachin' To The Choir,Avery Brewing Company,Quadrupel (Quad),4,11.2
Precious,Three Floyds Brewing Co. & Brewpub,Oatmeal Stout,4.25,6.5
Precipice Pale Ale,Jack Russell's Steak House / Maine Coast Brewing Co.,American Pale Ale (APA),3.375,5.2
Precipitation Pilsner,Storm Brewing,German Pilsener,4,7
Precision Pale Ale,Main Street Brewery & Lamppost Pizza,American Pale Ale (APA),3.625,4.6
Precursor,10 Barrel Brewing Co.,American Amber / Red Ale,3.625,10
Predik Heer Tripel,De Proefbrouwerij (bvba Andelot),Tripel,3.5,8.5
Prelude Special Ale,Shipyard Brewing Co.,Winter Warmer,3.837164751,6.8
Premiant Hopburst,Brouwerij De Molen,English India Pale Ale (IPA),4,6.2
Premier,Moorhouse's Brewery (Burnley) Ltd,English Bitter,4,3.7
Premier Baiser,Ferme Brasserie Schoune,Belgian Pale Ale,3.166666667,7
Preminger,Biha&#263;ka Pivovara,Euro Pale Lager,2.357142857,5
Premium,Feldschlösschen Beverages Group,Euro Pale Lager,2.333333333,5
Premium,Industrial Cervecera S.A. / Compañía Cervecera De Nicaragua,Euro Pale Lager,3,3.8
Premium,Quidi Vidi Brewing Company,American Pale Lager,2.95,5
Premium 2.5,Grolsch Bierbrouwerij N.V.,Light Lager,2,2.5
Premium Amber Ale,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,3.833333333,9
Premium Beer,Brewery Urpin BB Ltd.,American Adjunct Lager,3.5,5.6
Premium Beer - Organic,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,German Pilsener,3.5,5
Premium Blonde,The Walkerville Brewing Company,American Blonde Ale,3.2,5
Premium Blonde Ale,Amarcord Birra Artigianale Italiana,American Blonde Ale,3.5,6.5
Premium Czech Lager,Pivovoar Branik,Euro Pale Lager,3,5
Premium Draft Ale,F&M Brewery,English Pale Mild Ale,3,5
Premium Dutch Lager,Oranjeboom Bierbrouwerij B. V.,Euro Pale Lager,2.25,4
Premium Edel (Spezialbier Edel),Aktien-Brauerei Kaufbeuren AG,Dortmunder / Export Lager,3.605263158,5.8
Premium Export Lager,Whistler Brewing Company,American Pale Lager,2.866666667,5
Premium Golden Pilsner,Griesedieck Brothers Brewery Co.,German Pilsener,3.9,5.2
Premium Ice Beer,United Breweries - UB Group,Euro Strong Lager,3.5,6
Premium Lager,Coopers Brewery Limited,Euro Pale Lager,3.234042553,5
Premium Lager,Drummond Brewing Company,American Adjunct Lager,2.5,5
Premium Lager,Gold Crown Brewery,Dortmunder / Export Lager,2.7,5.3
Premium Lager,Lvivska Pivovarnya (BBH),German Pilsener,2.923076923,5.1
Premium Lager,Okanagan Spring Brewery,American Adjunct Lager,3.25,5
Premium Lager,Pump House Brewery,American Pale Lager,3.75,5
Premium Lager,Rhymney Brewery Ltd,Vienna Lager,4.5,4.4
Premium Lager,Sulimar Sp. - Browar Cornelius,Euro Pale Lager,3.5,5.4
Premium Lager,Theresianer HTS 1892 Spa,Euro Pale Lager,3.333333333,4.8
Premium Lager / Kláster Svetlý Special 14%,Pivovar Klaster,Czech Pilsener,3.857142857,5.6
Premium Light,Fort Garry Brewing Company Ltd.,Light Lager,2.75,4
Premium Light Draft Ale,F&M Brewery,English Pale Mild Ale,2.5,4
Premium Oak Brackett,"White Winter Winery, Inc.",Braggot,4.076923077,10
Premium Pale Ale,Amarcord Birra Artigianale Italiana,English Pale Ale,3.5,6.5
Premium Pale Ale,Bushwakker Brewing Company,English Pale Ale,4,4.5
Premium Pils,Glückauf Brauerei GmbH Gersdorf,German Pilsener,4,4.9
Premium Pils,Ilzer Sörgyar,German Pilsener,3,4.8
Premium Pils,UAB Švyturys,German Pilsener,3.375,3.9
Premium Pils Beer,Topvar Brewery,German Pilsener,2.975,5.4
Premium Pilsener,Brauerei Herrenhausen KG,German Pilsener,3.5,4.9
Premium Pilsner No. 1,Brauerei Brinkhoff GmbH,German Pilsener,3.4,5
Premium Red Ale,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber / Red Ale,2.75,5.5
Premium Serengeti Lager,Serengeti Breweries Ltd,Euro Pale Lager,3.166666667,4.8
Premium Spring Ale,Wickwar Brewing Company,English Bitter,4,3.8
Premium Tex Mex Lager,Twisted X Brewing Company,Light Lager,3.5,5.2
Premium-Bier,Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus,German Pilsener,3,5
Première Communion,Brasserie Dieu Du Ciel,Scottish Ale,3.5,4
Presciption Pils,Big Horse Brew Pub / Horse Feathers & Co.,Czech Pilsener,4,4.2
Prescription Pale,Magnolia Pub & Brewery,American Pale Ale (APA),3.833333333,5.1
Prescription Pils,Dogfish Head Brewery,American Double / Imperial Pilsner,4.15625,9
Preservation Pilsner,Upland Brewing Company,Czech Pilsener,3.59375,5.5
Presidendi 10,Saku Brewery LTD,Euro Strong Lager,2.75,10
Presidendi 5,Saku Brewery LTD,Euro Pale Lager,2.5,5
President,Jämtlands Bryggeri AB,German Pilsener,3.428571429,5.2
President's Choice Red Brew,Lakeport Brewing Company,Low Alcohol Beer,2.25,0.5
Presidente,Cerveceria Nacional Dominicana,American Adjunct Lager,2.737704918,5
Presidente Light,Cerveceria Nacional Dominicana,Light Lager,2.464285714,4.3
Presidential Blonde Bock,John Harvard's Brewery & Ale House,Maibock / Helles Bock,4.25,7.6
Presidential IPA,Diamond Bear Brewing Company,American IPA,3.333333333,6.2
Presidential Pumpkin,Manayunk Brewery and Restaurant,Pumpkin Ale,3.75,5.5
Presidio India Pale Ale,Beach Chalet Brewery and Restaurant,American IPA,3.611111111,6.8
Presque Isle Pilsner,Erie Brewing Co.,German Pilsener,3.052631579,4.2
Pressing 78,Milwaukee Ale House,American Porter,3.4,5.6
Prestige,Brasserie Nationale d'Haiti,American Adjunct Lager,2.428571429,5.6
Preston Babakan IIPA,"Joyful Honda Co., Ltd.",American Double / Imperial IPA,4,8.7
Preston Brown Ale,"Joyful Honda Co., Ltd.",English Brown Ale,3.5,4
Preston Irish Ale,"Joyful Honda Co., Ltd.",Milk / Sweet Stout,4.5,6
Preston Pale Ale,"Joyful Honda Co., Ltd.",English Pale Ale,3.5,5
Preta Doce,Melo Abreu / Fabrica de Cervejas e Refrigerantes,Low Alcohol Beer,2.5,0.5
Pretty Big IPA,Flossmoor Station Restaurant & Brewery,American Double / Imperial IPA,4.210526316,8.5
Preussen Pils Premium,Brauhaus Preussen Pils GmbH,German Pilsener,2.5,4.9
Preussen Schwarzbier Premium,Brauhaus Preussen Pils GmbH,Schwarzbier,4,5.2
Prevail Ale,Chama River Brewing Company,American Strong Ale,4.5,7.7
Prevale IPA,Laurelwood Public House & Brewery,American IPA,3.857142857,6.7
Prickly Moses Black Panther IBA,Otway Estate Winery & Brewery,American Black Ale,3.4,6.2
Prickly Moses Chocolate Ale,Otway Estate Winery & Brewery,Herbed / Spiced Beer,3.5,6.2
Prickly Moses Farmhouse Ale,Otway Estate Winery & Brewery,Saison / Farmhouse Ale,3.357142857,6.3
Prickly Moses Oktoberfest Lager,Otway Estate Winery & Brewery,Vienna Lager,3.625,5.2
Prickly Moses Otway Ale,Otway Estate Winery & Brewery,English Pale Ale,3.214285714,4.9
Prickly Moses Otway Light,Otway Estate Winery & Brewery,Low Alcohol Beer,2.5,2.9
Prickly Moses Otway Pilsner,Otway Estate Winery & Brewery,Czech Pilsener,3.333333333,4.8
Prickly Moses Otway Stout,Otway Estate Winery & Brewery,Irish Dry Stout,3.285714286,5
Prickly Moses Red Ale,Otway Estate Winery & Brewery,Irish Red Ale,3.0625,5
Prickly Moses Reserve De Otway,Otway Estate Winery & Brewery,Bière de Garde,3.75,6.8
